,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
4979,2,303.7,312.7,1612,36.3,200,0
4980,2,303.7,312.8,1685,31.8,203,0
4981,2,303.7,312.8,1558,37.7,206,0
4982,1,303.7,313.0,1811,24.3,209,0
4983,1,303.8,313.1,1869,25.8,211,0
4984,1,303.8,313.1,1256,58.7,213,3
4985,2,303.8,313.0,1789,23.5,215,0
4986,1,303.7,312.9,1502,40.5,0,0
4987,2,303.7,313.0,1303,54.4,2,0
4988,1,303.8,313.1,2497,13.0,5,2
4989,1,303.9,313.2,1499,37.4,7,0
4990,1,303.9,313.2,1393,46.5,9,0
4991,2,303.9,313.0,1475,41.0,11,0
4992,1,303.8,312.9,1573,34.6,14,0
4993,1,303.8,312.9,1819,23.7,16,0
4994,2,303.5,312.6,1642,29.4,18,0
4995,1,303.6,312.6,1540,39.8,21,0
4996,2,303.6,312.8,1400,43.2,23,0
4997,2,303.6,312.8,2659,11.4,26,2
4998,2,303.6,312.8,1825,25.2,29,0
4999,2,303.7,312.9,1532,41.3,32,0
5000,1,303.7,312.8,1832,23.6,35,0
5001,2,303.6,312.7,2174,17.6,37,0
5002,1,303.7,312.8,1627,31.7,40,0
5003,1,303.7,312.8,1437,51.3,42,0
5004,1,303.7,312.8,1364,46.3,44,0
5005,2,303.7,312.9,1444,52.7,46,0
5006,2,303.7,312.8,1366,47.3,49,0
5007,1,303.8,312.9,1442,48.3,52,0
5008,0,303.7,312.8,1488,42.8,54,0
5009,1,303.7,312.8,1523,40.7,59,0
5010,1,303.7,312.8,1543,38.3,61,0
5011,2,303.7,312.8,1634,33.8,63,0
5012,2,303.8,312.9,1815,27.8,66,0
5013,2,303.8,312.9,1594,35.2,69,0
5014,1,303.8,313.0,1452,38.6,72,0
5015,1,303.9,313.0,1759,28.4,74,0
5016,1,303.9,313.0,1408,47.5,76,0
5017,1,303.9,313.0,1483,45.0,78,0
5018,2,303.9,313.0,1620,36.6,80,0
5019,2,304.0,313.1,1466,39.5,83,0
5020,1,304.1,313.1,1556,36.3,86,0
5021,1,304.0,313.0,1350,61.1,88,0
5022,1,304.0,313.1,1404,47.1,90,0
5023,2,304.0,313.0,1575,34.5,92,0
5024,1,303.9,313.1,1639,29.0,95,0
5025,2,303.9,313.1,1473,42.8,97,0
5026,1,303.9,313.2,1481,40.0,100,0
5027,1,304.0,313.3,1294,54.6,102,0
5028,2,303.9,313.2,1630,29.3,104,0
5029,2,303.9,313.2,1624,39.8,107,0
5030,2,303.9,313.1,1437,48.3,110,0
5031,2,303.8,313.0,1514,45.0,113,0
5032,2,304.0,313.1,1694,31.4,116,0
5033,1,304.0,313.1,1564,50.9,119,0
5034,2,303.9,313.1,1514,41.1,121,0
5035,2,304.0,313.2,1500,40.6,124,0
5036,1,304.0,313.2,1615,37.8,127,0
5037,2,304.1,313.2,1586,41.1,129,0
5038,1,304.1,313.3,1732,28.5,132,0
5039,0,304.1,313.3,1689,32.5,134,0
5040,0,304.1,313.2,1586,34.6,139,0
5041,1,304.0,313.2,1314,47.1,144,0
5042,1,304.1,313.2,1569,35.8,146,0
5043,1,304.1,313.2,1468,39.4,148,0
5044,1,304.1,313.2,1412,47.5,150,0
5045,2,304.1,313.2,1510,46.9,152,0
5046,2,304.1,313.2,1410,42.4,155,0
5047,2,304.1,313.3,1680,29.3,158,0
5048,0,304.0,313.2,1271,68.6,161,2
5049,0,304.0,313.1,1472,45.5,166,0
5050,0,304.0,313.0,1701,30.4,171,0
5051,1,303.9,313.0,1480,39.9,176,0
5052,1,303.9,313.0,1433,48.4,178,0
5053,1,303.8,312.9,1514,34.3,180,0
5054,1,303.8,312.9,1619,35.7,182,0
5055,0,303.8,312.9,1378,45.6,184,0
5056,2,303.9,312.9,1430,53.5,189,0
5057,1,303.8,312.9,1367,49.9,192,0
5058,1,303.9,312.9,1526,42.5,194,0
5059,1,303.9,312.8,1419,47.9,196,0
5060,1,304.0,312.8,1542,42.7,198,0
5061,1,304.0,312.9,1363,62.5,200,3
5062,1,304.0,312.9,1313,53.9,202,0
5063,0,304.0,312.9,1495,46.6,0,0
5064,1,304.0,313.0,1407,42.1,5,0
5065,1,304.1,313.0,1566,37.2,7,0
5066,1,304.1,313.1,1550,30.9,9,0
5067,2,304.2,313.2,1396,50.5,11,0
5068,2,304.3,313.3,1540,39.0,14,0
5069,2,304.2,313.2,1380,48.7,17,0
5070,2,304.2,313.1,1608,31.1,20,0
5071,0,304.2,313.0,1442,40.9,23,0
5072,1,304.1,313.0,1408,45.3,28,0
5073,2,304.0,313.0,1454,46.8,30,0
5074,1,304.1,313.1,1666,34.6,33,0
5075,1,304.1,313.2,1366,46.6,35,0
5076,1,304.2,313.2,1464,44.9,37,0
5077,1,304.3,313.3,1775,24.9,39,0
5078,2,304.3,313.4,1482,43.8,41,0
5079,2,304.2,313.4,1411,54.8,44,0
5080,1,304.2,313.3,1410,51.6,47,0
5081,2,304.1,313.3,1494,39.0,49,0
5082,0,304.1,313.2,1590,43.4,52,0
5083,1,304.1,313.1,1327,54.1,57,0
5084,1,304.1,313.1,1969,20.8,59,0
5085,2,304.0,313.0,1377,56.0,61,0
5086,1,304.0,313.0,1541,45.9,64,0
5087,2,304.0,313.0,1685,28.2,66,0
5088,1,304.0,313.1,1465,41.0,69,0
5089,2,303.9,313.1,1483,47.2,71,0
5090,2,303.9,313.2,1570,40.7,74,0
5091,1,303.9,313.2,1345,48.2,77,0
5092,2,303.9,313.2,1608,40.6,79,0
5093,2,304.0,313.3,1415,52.8,82,0
5094,2,304.1,313.5,1470,45.8,85,0
5095,2,304.1,313.5,1428,39.9,88,0
5096,0,304.2,313.5,1627,32.2,91,0
5097,1,304.2,313.4,1457,49.4,96,0
5098,1,304.2,313.4,1475,40.2,98,0
5099,1,304.2,313.5,1438,50.1,100,0
5100,2,304.2,313.5,1437,47.2,102,0
5101,2,304.1,313.4,1518,42.4,105,0
5102,2,304.1,313.5,1587,33.6,108,0
5103,1,304.1,313.4,1399,43.7,111,0
5104,1,304.1,313.5,1469,44.6,113,0
5105,1,304.1,313.4,1374,56.6,115,0
5106,1,304.0,313.3,1519,36.7,117,0
5107,1,303.9,313.2,1540,44.4,119,0
5108,1,303.9,313.3,1394,51.6,121,0
5109,2,304.0,313.4,1389,45.8,123,0
5110,2,304.0,313.5,1732,26.2,126,0
5111,1,304.1,313.6,1556,37.4,129,0
5112,2,304.1,313.6,1441,43.7,131,0
5113,1,304.1,313.6,1382,46.7,134,0
5114,2,304.2,313.8,1481,44.9,136,0
5115,2,304.2,313.7,2113,18.4,139,0
5116,1,304.2,313.8,1401,53.9,142,0
5117,1,304.1,313.6,1611,31.4,144,0
5118,2,304.2,313.6,1512,33.4,146,0
5119,1,304.2,313.6,1411,46.0,149,0
5120,2,304.2,313.6,1424,43.7,151,0
5121,1,304.2,313.6,1469,40.0,154,0
5122,0,304.2,313.5,1684,29.8,156,0
5123,2,304.2,313.5,1532,41.3,161,0
5124,2,304.2,313.5,1557,37.3,164,0
5125,2,304.3,313.5,1416,48.1,167,0
5126,1,304.3,313.5,1802,25.4,170,0
5127,2,304.3,313.5,2245,15.1,172,0
5128,1,304.2,313.4,1434,42.5,175,0
5129,2,304.1,313.3,1725,28.3,177,0
5130,1,304.2,313.3,1668,35.7,180,0
5131,1,304.1,313.3,1452,43.9,182,0
5132,1,304.1,313.3,1415,50.0,184,0
5133,1,304.1,313.2,1824,25.8,186,0
5134,1,304.1,313.3,1438,45.5,188,0
5135,1,304.1,313.3,1883,24.5,190,0
5136,1,304.2,313.4,1735,28.9,192,0
5137,1,304.3,313.5,1464,36.7,194,0
5138,2,304.3,313.6,1489,40.3,196,0
5139,2,304.4,313.6,1510,38.9,199,0
5140,2,304.3,313.6,1585,32.1,202,0
5141,1,304.4,313.7,1509,35.0,205,4
5142,1,304.4,313.6,1568,39.1,0,0
5143,2,304.3,313.5,1525,42.0,2,0
5144,1,304.4,313.7,1607,33.5,5,0
5145,1,304.5,313.7,1670,32.9,7,0
5146,1,304.4,313.6,1585,38.9,9,0
5147,1,304.4,313.6,1569,38.4,11,0
5148,1,304.4,313.6,1507,43.1,13,0
5149,1,304.3,313.5,1452,41.5,15,0
5150,1,304.3,313.5,1590,29.8,17,0
5151,1,304.3,313.6,1409,56.0,19,0
5152,1,304.3,313.5,2643,12.7,21,0
5153,1,304.2,313.4,1644,31.7,23,0
5154,1,304.2,313.4,1568,37.6,25,0
5155,0,304.2,313.3,1625,37.3,27,0
5156,1,304.2,313.4,1482,41.4,32,0
5157,0,304.1,313.3,1397,49.6,34,0
5158,1,304.1,313.3,1459,50.3,39,0
5159,1,304.2,313.4,1490,44.0,41,0
5160,1,304.1,313.2,1434,50.1,43,0
5161,2,304.1,313.2,2028,18.9,45,0
5162,1,304.2,313.3,1464,45.9,48,0
5163,2,304.2,313.4,1713,23.5,50,0
5164,2,304.3,313.4,1624,32.1,53,0
5165,1,304.2,313.4,1421,43.4,56,0
5166,0,304.2,313.5,1546,41.4,58,0
5167,1,304.2,313.4,1639,32.7,63,0
5168,0,304.1,313.4,1696,29.6,65,0
5169,1,304.1,313.3,1470,39.9,70,0
5170,2,304.1,313.3,1480,38.4,72,0
5171,2,304.2,313.4,1329,54.5,75,0
5172,1,304.2,313.4,1740,28.2,78,0
5173,2,304.2,313.5,1739,28.1,80,0
5174,2,304.2,313.5,1390,47.8,83,0
5175,1,304.2,313.4,1740,23.7,86,0
5176,2,304.0,313.3,1844,27.1,88,0
5177,0,304.0,313.1,1388,53.2,91,0
5178,0,304.0,313.2,1517,43.1,96,0
5179,2,304.0,313.1,1450,42.8,101,0
5180,1,304.0,313.2,1584,38.7,104,0
5181,1,304.0,313.1,1720,28.7,106,0
5182,1,303.9,313.1,1586,31.9,108,0
5183,2,303.9,313.0,1901,22.5,110,0
5184,1,304.0,313.0,1397,42.4,113,0
5185,1,304.0,313.0,2012,21.1,115,0
5186,1,304.0,313.0,2354,15.0,117,0
5187,1,304.0,313.1,1648,35.7,119,0
5188,1,304.0,313.2,1632,30.6,121,0
5189,2,304.1,313.2,1427,46.9,123,0
5190,1,304.1,313.2,1452,48.0,126,0
5191,1,304.0,313.2,1416,46.0,128,0
5192,1,303.9,313.1,1310,62.9,130,0
5193,0,304.0,313.1,1408,39.8,132,0
5194,2,303.9,313.1,1668,34.4,137,0
5195,1,303.9,313.0,1551,36.8,140,0
5196,0,303.9,313.0,1517,36.0,142,0
5197,0,303.8,312.9,1570,35.8,147,0
5198,1,303.8,312.8,1428,53.3,152,0
5199,1,303.8,312.8,1503,40.0,154,0
5200,1,303.8,312.8,1416,58.7,156,0
5201,2,303.7,312.7,1396,47.3,158,0
5202,1,303.7,312.7,1335,51.1,161,0
5203,2,303.7,312.6,1671,30.5,163,0
5204,1,303.7,312.7,1989,22.4,166,0
5205,1,303.7,312.7,1468,43.3,168,0
5206,0,303.7,312.6,1711,27.6,170,0
5207,2,303.8,312.7,1488,41.3,175,0
5208,1,303.8,312.7,1664,29.3,178,0
5209,2,303.8,312.7,1507,38.5,180,0
5210,1,303.7,312.6,1466,42.5,183,0
5211,1,303.7,312.5,1433,53.6,185,0
5212,1,303.7,312.5,1397,45.7,187,0
5213,2,303.7,312.6,1429,43.3,189,0
5214,1,303.7,312.7,1572,37.2,192,0
5215,2,303.7,312.7,1532,42.7,194,0
5216,2,303.7,312.7,1316,51.8,197,0
5217,2,303.8,312.8,1420,47.9,200,0
5218,1,303.8,312.9,1589,37.2,203,0
5219,1,303.8,313.0,1365,59.9,205,3
5220,1,303.8,313.0,1633,32.9,207,0
5221,1,303.9,313.0,1626,31.4,209,0
5222,1,303.9,313.1,1665,29.6,0,0
5223,2,303.9,313.2,1350,47.2,2,0
5224,1,303.9,313.2,1590,31.9,5,0
5225,2,304.0,313.2,1437,53.9,7,0
5226,1,303.9,313.0,1403,48.3,10,0
5227,1,303.9,313.1,1440,41.1,12,0
5228,2,303.9,313.1,1343,61.4,14,0
5229,0,303.9,313.1,1790,26.7,17,0
5230,2,303.8,313.1,2117,18.6,22,0
5231,1,303.8,313.1,1458,42.2,25,0
5232,1,303.6,312.9,1381,57.8,27,0
5233,1,303.6,312.9,1450,45.3,29,0
5234,1,303.7,312.9,1461,50.1,31,0
5235,2,303.7,312.9,1511,41.0,33,0
5236,1,303.8,313.1,1394,45.4,36,0
5237,1,303.8,313.0,1499,42.3,38,0
5238,1,303.7,313.0,1457,44.1,40,0
5239,1,303.7,313.0,1753,29.0,42,0
5240,1,303.7,313.0,1694,28.0,44,0
5241,1,303.7,313.1,1683,28.4,46,0
5242,1,303.7,313.1,1496,47.4,48,0
5243,1,303.7,313.1,1721,34.8,50,0
5244,1,303.6,313.0,1593,31.6,52,0
5245,1,303.6,313.0,1575,38.3,54,0
5246,1,303.5,313.0,1465,41.0,56,0
5247,1,303.6,313.1,1405,38.3,58,0
5248,2,303.5,313.0,1902,21.6,60,0
5249,2,303.4,312.9,1422,39.9,63,0
5250,1,303.5,312.9,1332,52.9,66,0
5251,2,303.4,312.9,1307,54.3,68,0
5252,1,303.5,313.0,1322,59.5,71,0
5253,1,303.5,313.0,1547,40.3,73,0
5254,1,303.5,313.1,1897,23.6,75,0
5255,2,303.5,313.0,1403,51.9,77,0
5256,1,303.5,313.0,1393,51.6,80,0
5257,1,303.5,313.0,1482,38.5,82,0
5258,2,303.5,312.9,1572,44.7,84,0
5259,1,303.5,312.9,1544,36.9,87,0
5260,2,303.5,313.0,1492,46.1,89,0
5261,1,303.4,312.8,1513,35.8,92,0
5262,1,303.4,312.8,1449,43.9,94,0
5263,1,303.5,312.8,1877,22.3,96,0
5264,1,303.4,312.8,1376,53.4,98,0
5265,2,303.5,312.9,1883,23.3,100,0
5266,2,303.4,312.8,1518,38.7,103,0
5267,2,303.5,312.9,1438,42.8,106,0
5268,1,303.4,312.9,1389,54.1,109,0
5269,1,303.5,312.9,1504,44.8,111,0
5270,1,303.5,312.9,1275,64.4,113,0
5271,1,303.6,313.0,1534,39.7,115,0
5272,2,303.6,313.0,1396,38.2,117,0
5273,1,303.6,313.1,1395,44.1,120,0
5274,1,303.6,313.0,1617,30.9,122,0
5275,1,303.7,313.1,1423,41.2,124,0
5276,1,303.5,313.0,1606,34.0,126,0
5277,1,303.5,312.9,1501,44.0,128,0
5278,2,303.5,312.9,1618,30.4,130,0
5279,1,303.6,313.0,1522,35.8,133,0
5280,1,303.6,312.9,1480,41.4,135,0
5281,2,303.7,313.0,1469,39.9,137,0
5282,0,303.8,313.2,1381,52.4,140,0
5283,1,303.8,313.2,1525,41.9,145,0
5284,2,303.8,313.2,1732,29.6,147,0
5285,1,303.8,313.1,1523,39.8,150,0
5286,1,303.8,313.1,1422,42.4,152,0
5287,0,303.8,313.2,1506,46.9,154,0
5288,1,303.8,313.2,1531,39.4,159,0
5289,2,303.9,313.3,1507,34.3,161,0
5290,1,303.9,313.3,1526,40.7,164,0
5291,1,303.8,313.3,1406,52.1,166,0
5292,2,303.9,313.3,1567,35.0,168,0
5293,2,303.9,313.4,1464,49.1,171,0
5294,1,303.9,313.4,1442,48.5,174,0
5295,1,303.8,313.2,1336,47.8,176,0
5296,0,303.8,313.2,1379,50.2,178,0
5297,1,303.7,313.1,1406,48.6,183,0
5298,2,303.7,313.1,2130,18.1,185,0
5299,1,303.7,313.1,1355,49.1,188,0
5300,2,303.8,313.2,1710,26.5,190,0
5301,1,303.8,313.1,1309,55.8,193,0
5302,1,303.9,313.1,1491,37.2,195,0
5303,1,303.9,313.2,1481,44.1,197,0
5304,1,303.9,313.1,1425,49.3,199,0
5305,0,303.9,313.2,1680,29.1,201,0
5306,0,304.0,313.2,1612,31.7,206,0
5307,1,304.0,313.3,1530,34.8,211,0
5308,1,304.0,313.2,1481,42.6,213,0
5309,2,303.9,313.2,1422,48.0,215,4
5310,1,303.8,313.0,1427,43.0,0,0
5311,0,303.7,312.9,1460,49.8,2,0
5312,1,303.6,312.9,1873,23.5,7,0
5313,2,303.7,312.9,1566,32.6,9,0
5314,1,303.6,312.8,1701,30.8,12,0
5315,1,303.6,312.8,1710,27.2,14,0
5316,2,303.6,312.8,1689,33.1,16,0
5317,1,303.6,312.7,1637,32.9,19,0
5318,1,303.5,312.6,1496,39.0,21,0
5319,2,303.5,312.7,1402,47.0,23,0
5320,1,303.4,312.7,1363,45.5,26,0
5321,2,303.4,312.7,1576,49.9,28,0
5322,2,303.4,312.7,1357,55.3,31,0
5323,2,303.4,312.7,1399,48.4,34,0
5324,2,303.4,312.8,1526,30.8,37,0
5325,1,303.5,312.7,1694,27.3,40,0
5326,2,303.5,312.7,1420,49.1,42,0
5327,2,303.5,312.7,2116,16.7,45,0
5328,2,303.7,312.9,1406,41.9,48,0
5329,1,303.7,313.0,1456,45.5,51,0
5330,1,303.6,312.9,1588,31.9,53,0
5331,1,303.7,312.8,1448,44.5,55,0
5332,0,303.6,312.7,1403,46.2,57,0
5333,2,303.5,312.6,1405,51.6,62,0
5334,2,303.4,312.6,2706,9.8,65,2
5335,2,303.3,312.4,1505,38.9,68,0
5336,1,303.2,312.4,1663,33.7,71,0
5337,2,303.3,312.6,1482,44.4,73,0
5338,2,303.3,312.5,1674,32.7,76,0
5339,2,303.4,312.7,1594,32.8,79,0
5340,1,303.5,312.7,1393,49.3,82,0
5341,0,303.5,312.8,1404,55.8,84,0
5342,2,303.5,312.8,1375,45.7,89,0
5343,1,303.5,312.8,1607,38.4,92,0
5344,1,303.4,312.8,1360,50.8,94,0
5345,1,303.5,312.8,1524,39.4,96,0
5346,1,303.4,312.7,1534,35.5,98,0
5347,1,303.3,312.7,1262,63.8,100,0
5348,1,303.3,312.6,1623,34.6,102,0
5349,2,303.3,312.7,1642,33.6,104,0
5350,2,303.4,312.8,1622,35.1,107,0
5351,2,303.5,312.9,1530,34.5,110,0
5352,2,303.4,312.8,1590,36.3,113,0
5353,1,303.4,312.7,1589,34.0,116,0
5354,1,303.4,312.6,1462,37.5,118,0
5355,0,303.3,312.5,1328,49.8,120,0
5356,0,303.3,312.6,1692,29.0,125,0
5357,1,303.3,312.5,1968,20.6,130,0
5358,0,303.3,312.6,1827,24.2,132,0
5359,2,303.3,312.6,1397,47.1,137,0
5360,1,303.3,312.6,1463,44.0,140,0
5361,1,303.3,312.7,1643,30.7,142,0
5362,1,303.2,312.6,1281,57.0,144,0
5363,1,303.2,312.5,1518,39.9,146,0
5364,1,303.2,312.6,1601,35.3,148,0
5365,1,303.1,312.6,1548,36.4,150,0
5366,0,303.1,312.6,1404,40.6,152,0
5367,2,303.1,312.5,1766,26.7,157,0
5368,2,303.1,312.5,1667,30.0,160,0
5369,0,303.0,312.5,1507,37.9,163,0
5370,0,303.0,312.4,1627,37.1,168,0
5371,1,302.9,312.3,1435,47.7,173,0
5372,0,302.9,312.3,1509,46.8,175,0
5373,2,302.9,312.3,1809,25.0,180,0
5374,1,302.9,312.3,1515,40.8,183,0
5375,1,302.9,312.3,1530,34.9,185,0
5376,0,302.8,312.3,1336,57.5,187,0
5377,1,302.9,312.4,2030,19.1,192,0
5378,1,302.9,312.4,1550,36.9,194,0
5379,1,302.9,312.4,1446,41.7,196,0
5380,1,302.8,312.3,1494,37.5,198,0
5381,1,302.8,312.4,1651,27.0,200,0
5382,1,302.9,312.4,1698,33.8,202,0
5383,1,302.8,312.3,1504,40.3,204,0
5384,2,302.9,312.4,1421,46.0,206,0
5385,0,302.9,312.3,1754,26.9,209,0
5386,1,302.9,312.2,1469,42.0,214,0
5387,1,302.8,312.2,1433,50.0,216,0
5388,2,302.8,312.3,1432,49.0,218,0
5389,1,302.8,312.3,1366,49.1,221,0
5390,0,302.8,312.3,1483,47.2,223,0
5391,1,302.7,312.2,1572,34.4,228,0
5392,1,302.8,312.2,1481,40.2,230,0
5393,1,302.8,312.3,1473,42.6,232,0
5394,2,302.8,312.3,1262,70.5,234,2
5395,1,302.8,312.4,1529,36.8,237,0
5396,1,302.8,312.4,1523,39.7,239,0
5397,2,302.8,312.3,1416,42.7,241,0
5398,1,302.9,312.4,1923,23.9,244,0
5399,0,302.8,312.4,1411,53.8,246,3
5400,1,302.7,312.4,1477,46.3,251,3
5401,2,302.6,312.3,1454,54.8,253,4
5402,1,302.7,312.3,1421,48.5,0,0
5403,1,302.7,312.3,1858,25.4,2,0
5404,0,302.8,312.5,1422,46.1,4,0
5405,1,302.7,312.4,1444,48.7,9,0
5406,1,302.7,312.4,1360,47.8,11,0
5407,1,302.7,312.4,1954,24.8,13,0
5408,1,302.6,312.4,1628,33.0,15,0
5409,1,302.7,312.4,1433,44.2,17,0
5410,2,302.7,312.5,1417,51.5,19,0
5411,1,302.8,312.6,1462,39.4,22,0
5412,1,302.9,312.6,1328,59.9,24,0
5413,0,302.7,312.5,1527,36.4,26,0
5414,1,302.6,312.3,1534,34.3,31,0
5415,2,302.6,312.4,1410,50.3,33,0
5416,1,302.6,312.3,1660,30.3,36,0
5417,1,302.6,312.4,1386,45.8,38,0
5418,1,302.6,312.4,1398,41.6,40,0
5419,1,302.6,312.3,1321,53.4,42,0
5420,1,302.6,312.3,1512,34.2,44,0
5421,2,302.6,312.3,1566,36.6,46,0
5422,2,302.7,312.4,1422,44.5,49,0
5423,1,302.6,312.3,1647,31.8,52,0
5424,1,302.6,312.2,1377,45.5,54,0
5425,1,302.5,312.2,1775,27.9,56,0
5426,1,302.6,312.3,1554,42.0,58,0
5427,1,302.7,312.4,1423,51.9,60,0
5428,1,302.7,312.4,1453,47.3,62,0
5429,1,302.8,312.4,1590,34.4,64,0
5430,1,302.8,312.5,1694,28.4,66,0
5431,1,302.8,312.5,1462,43.4,68,0
5432,1,302.8,312.4,1392,46.2,70,0
5433,1,302.9,312.5,1550,45.5,72,0
5434,1,302.9,312.5,1629,30.4,74,0
5435,2,303.0,312.5,1524,42.1,76,0
5436,2,302.9,312.5,1679,30.9,79,0
5437,2,302.9,312.6,1394,46.4,82,0
5438,1,302.9,312.5,1683,32.1,85,0
5439,1,303.0,312.5,1626,30.5,87,0
5440,0,303.0,312.5,1698,30.0,89,0
5441,2,303.0,312.6,1392,42.9,94,0
5442,1,303.1,312.7,1353,51.8,97,0
5443,2,303.0,312.7,1426,46.8,99,0
5444,1,303.0,312.7,2024,19.9,102,0
5445,2,303.0,312.8,1648,32.1,104,0
5446,1,303.1,312.9,1511,40.1,107,0
5447,1,303.1,312.8,1465,44.1,109,0
5448,1,303.0,312.7,1551,41.8,111,0
5449,1,303.1,312.8,2329,15.1,113,0
5450,0,303.1,312.8,1435,41.9,115,0
5451,1,303.0,312.7,1361,48.8,120,0
5452,2,303.0,312.7,1553,35.8,122,0
5453,1,303.0,312.6,1451,42.1,125,0
5454,1,303.0,312.5,1461,40.2,127,0
5455,2,303.1,312.6,1895,23.5,129,0
5456,2,303.1,312.6,1567,32.9,132,0
5457,2,303.0,312.5,1602,33.7,135,0
5458,1,303.1,312.6,1514,42.1,138,0
5459,1,303.1,312.5,1453,49.1,140,0
5460,2,303.0,312.4,1526,36.1,142,0
5461,2,302.9,312.3,1339,52.1,145,0
5462,1,302.9,312.3,1889,22.8,148,0
5463,1,302.9,312.4,1561,34.8,150,0
5464,2,302.9,312.4,1659,33.1,152,0
5465,1,302.9,312.4,1424,49.5,155,0
5466,2,302.9,312.3,1426,44.7,157,0
5467,1,302.9,312.4,1383,51.4,160,0
5468,1,302.8,312.3,1764,29.9,162,0
5469,2,302.7,312.2,1439,42.5,164,0
5470,2,302.7,312.2,1585,35.5,167,0
5471,1,302.7,312.3,1346,61.2,170,5
5472,1,302.8,312.3,1386,57.8,172,0
5473,1,302.7,312.2,1369,51.8,174,0
5474,2,302.7,312.1,1378,46.9,176,0
5475,1,302.7,312.2,1336,46.8,179,0
5476,2,302.6,312.1,1445,42.0,181,0
5477,1,302.7,312.1,1763,26.5,184,0
5478,1,302.7,312.2,1611,34.1,186,0
5479,2,302.7,312.1,1564,32.1,188,0
5480,0,302.7,312.1,1478,36.0,191,0
5481,1,302.6,312.0,1781,28.5,196,0
5482,1,302.6,312.1,1782,26.8,198,0
5483,2,302.6,312.1,2000,21.9,200,0
5484,2,302.5,312.0,1826,25.3,203,0
5485,1,302.6,312.1,1344,51.0,206,0
5486,1,302.6,312.2,1520,43.0,208,0
5487,2,302.6,312.1,1611,39.9,210,0
5488,1,302.7,312.2,1450,52.1,213,3
5489,1,302.6,312.1,1499,35.0,215,5
5490,1,302.6,312.1,1288,68.5,0,2
5491,2,302.7,312.2,1350,58.6,2,0
5492,2,302.9,312.4,1334,50.9,5,0
5493,1,302.8,312.4,1376,57.1,8,0
5494,1,302.8,312.4,1368,49.5,10,0
5495,0,302.9,312.5,1357,55.0,12,5
5496,2,302.9,312.5,1924,24.0,17,0
5497,2,302.9,312.5,1551,40.0,20,0
5498,2,302.9,312.5,1903,21.2,23,0
5499,0,302.9,312.3,1417,48.7,26,0
5500,1,302.7,312.1,1601,35.2,31,0
5501,1,302.7,312.1,1543,37.5,33,0
5502,1,302.6,312.1,1439,52.3,35,0
5503,0,302.6,312.0,1657,29.3,37,0
5504,1,302.8,312.2,1458,51.0,42,0
5505,1,302.8,312.2,1746,27.4,44,0
5506,1,302.9,312.2,1677,30.5,46,0
5507,1,302.8,312.1,1520,39.9,48,0
5508,1,302.9,312.2,1367,55.1,50,0
5509,1,302.8,312.2,1509,36.5,52,5
5510,1,302.8,312.1,1418,51.4,54,0
5511,1,302.8,312.1,1958,20.3,56,0
5512,1,302.8,312.2,1682,30.9,58,0
5513,2,302.8,312.2,1452,50.3,60,0
5514,1,302.7,312.0,1828,24.0,63,0
5515,0,302.7,312.0,1484,41.5,65,0
5516,1,302.6,312.0,1674,32.2,70,0
5517,1,302.6,311.9,1448,49.5,72,0
5518,2,302.5,311.8,2023,19.1,74,0
5519,1,302.5,311.9,1452,47.4,77,0
5520,2,302.6,312.0,1496,45.0,79,0
5521,1,302.6,311.9,1397,46.9,82,0
5522,1,302.6,311.9,1453,39.1,84,0
5523,2,302.5,311.9,1524,34.8,86,0
5524,1,302.6,311.9,1633,30.9,89,0
5525,2,302.6,312.0,1363,45.7,91,0
5526,1,302.5,311.9,1520,44.9,94,0
5527,2,302.5,311.9,1532,38.8,96,0
5528,1,302.4,311.8,1384,50.9,99,0
5529,2,302.4,311.8,1539,39.9,101,0
5530,2,302.3,311.8,1355,50.1,104,0
5531,2,302.3,311.7,1504,37.3,107,0
5532,1,302.4,311.8,1476,46.6,110,0
5533,1,302.4,311.7,1721,26.9,112,0
5534,2,302.3,311.7,1494,37.1,114,0
5535,1,302.3,311.7,1465,43.5,117,0
5536,2,302.3,311.8,1363,54.0,119,0
5537,1,302.4,311.8,1648,30.0,122,0
5538,2,302.3,311.8,1879,23.0,124,0
5539,0,302.3,311.7,1482,39.0,127,0
5540,1,302.4,311.8,1493,38.4,132,0
5541,1,302.4,311.8,1433,42.2,134,0
5542,1,302.3,311.7,1400,41.6,136,0
5543,1,302.4,311.8,1255,59.0,138,0
5544,1,302.2,311.7,1471,45.6,140,0
5545,0,302.2,311.6,1357,44.2,142,0
5546,1,302.3,311.7,1453,41.2,147,0
5547,2,302.3,311.7,1540,28.9,149,0
5548,1,302.3,311.8,1605,35.2,152,0
5549,0,302.3,311.9,1374,52.4,154,0
5550,2,302.3,311.9,1508,42.3,159,0
5551,0,302.4,311.9,1366,47.3,162,0
5552,0,302.5,312.0,1579,35.7,167,0
5553,1,302.5,311.9,1306,59.7,172,5
5554,2,302.5,312.0,1521,40.2,174,0
5555,1,302.5,312.0,1411,44.2,177,0
5556,0,302.5,312.0,1357,42.0,179,0
5557,2,302.5,312.0,1436,43.5,184,0
5558,1,302.5,311.9,1553,40.1,187,0
5559,2,302.5,312.0,1451,43.2,189,0
